order_id,customer_id,payment,order_date,delivery_date,delivery_time,customer_name,gender,age,home_address,zip_code,city,state,country,status,product_id,product_type,product_name,size,colour,price,quantity_x,description,sales_id,price_per_unit,quantity_y,total_price
401,94,24512,2021-08-14,2021-08-24,10.0,fulan 94,Prefer not to say,46.0,368 Morrison MeadowApt. 117,1037.0,East Isla,Western Australia,Australia,Active,392.0,Shirt,Casual Slim Fit,M,orange,113.0,47.0,"A orange coloured, M sized, Casual Slim Fit Shirt",1997.0,119.0,1.0,119.0
401,94,24512,2021-08-14,2021-08-24,10.0,fulan 94,Prefer not to say,46.0,368 Morrison MeadowApt. 117,1037.0,East Isla,Western Australia,Australia,Active,137.0,Shirt,Denim,M,violet,115.0,55.0,"A violet coloured, M sized, Denim Shirt",1998.0,92.0,1.0,92.0
401,94,24512,2021-08-14,2021-08-24,10.0,fulan 94,Prefer not to say,46.0,368 Morrison MeadowApt. 117,1037.0,East Isla,Western Australia,Australia,Active,92.0,Shirt,Flannel,M,blue,96.0,73.0,"A blue coloured, M sized, Flannel Shirt",1999.0,118.0,2.0,236.0
401,94,24512,2021-08-14,2021-08-24,10.0,fulan 94,Prefer not to say,46.0,368 Morrison MeadowApt. 117,1037.0,East Isla,Western Australia,Australia,Active,647.0,Jacket,Coach,m,green,115.0,63.0,"A green coloured, M sized, Coach Jacket",2000.0,93.0,2.0,186.0
401,94,24512,2021-08-14,2021-08-24,10.0,fulan 94,Prefer not to say,46.0,368 Morrison MeadowApt. 117,1037.0,East Isla,Western Australia,Australia,Active,422.0,Jacket,Denim,M,red,92.0,43.0,"A red coloured, M sized, Denim Jacket",2001.0,107.0,3.0,321.0
402,537,26681,2021-03-09,2021-04-04,26.0,fulan 537,Prefer not to say,45.0,155 Hayes AvenueApt. 699,7342.0,Krisland,Western Australia,Australia,Active,577.0,Jacket,Bomber,M,green,90.0,61.0,"A green coloured, M sized, Bomber Jacket",2002.0,100.0,2.0,200.0
403,980,17088,2021-09-16,2021-09-25,9.0,fulan 980,Prefer not to say,35.0,317 Sophia MewsApt. 328,5926.0,Isaacberg,South Australia,Australia,Active,807.0,Jacket,Shearling,M,red,95.0,49.0,"A red coloured, M sized, Shearling Jacket",2003.0,117.0,1.0,117.0
403,980,17088,2021-09-16,2021-09-25,9.0,fulan 980,Prefer not to say,35.0,317 Sophia MewsApt. 328,5926.0,Isaacberg,South Australia,Australia,Active,405.0,Shirt,Casual Slim Fit,XS,blue,113.0,55.0,"A blue coloured, XS sized, Casual Slim Fit Shirt",2004.0,119.0,3.0,357.0
403,980,17088,2021-09-16,2021-09-25,9.0,fulan 980,Prefer not to say,35.0,317 Sophia MewsApt. 328,5926.0,Isaacberg,South Australia,Australia,Active,80.0,Shirt,Flannel,XS,yellow,96.0,41.0,"A yellow coloured, XS sized, Flannel Shirt",2005.0,118.0,2.0,236.0
403,980,17088,2021-09-16,2021-09-25,9.0,fulan 980,Prefer not to say,35.0,317 Sophia MewsApt. 328,5926.0,Isaacberg,South Australia,Australia,Active,810.0,Jacket,Shearling,XS,orange,95.0,54.0,"A orange coloured, XS sized, Shearling Jacket",2006.0,117.0,3.0,351.0
404,998,45215,2021-03-03,2021-03-09,6.0,fulan 998,Prefer not to say,32.0,72 Annabelle PassApt. 446,52.0,Kohlerberg,Queensland,Australia,Active,1153.0,Trousers,Cargo Pants,L,violet,106.0,74.0,"A violet coloured, L sized, Cargo Pants Trousers",2007.0,102.0,1.0,102.0
404,998,45215,2021-03-03,2021-03-09,6.0,fulan 998,Prefer not to say,32.0,72 Annabelle PassApt. 446,52.0,Kohlerberg,Queensland,Australia,Active,4.0,Shirt,Oxford Cloth,XL,red,114.0,47.0,"A red coloured, XL sized, Oxford Cloth Shirt",2008.0,96.0,1.0,96.0
405,493,51471,2021-08-09,2021-08-12,3.0,fulan 493,Prefer not to say,63.0,761 Mckenzie BoulevardSuite 489,1696.0,Port Natalie,Victoria,Australia,Active,317.0,Shirt,Mandarin Collar,M,red,108.0,60.0,"A red coloured, M sized, Mandarin Collar Shirt",2009.0,109.0,3.0,327.0
405,493,51471,2021-08-09,2021-08-12,3.0,fulan 493,Prefer not to say,63.0,761 Mckenzie BoulevardSuite 489,1696.0,Port Natalie,Victoria,Australia,Active,66.0,Shirt,Dress,S,violet,119.0,69.0,"A violet coloured, S sized, Dress Shirt",2010.0,104.0,3.0,312.0
405,493,51471,2021-08-09,2021-08-12,3.0,fulan 493,Prefer not to say,63.0,761 Mckenzie BoulevardSuite 489,1696.0,Port Natalie,Victoria,Australia,Active,932.0,Trousers,Drawstring,M,blue,104.0,41.0,"A blue coloured, M sized, Drawstring Trousers",2011.0,96.0,2.0,192.0
406,892,35512,2021-07-25,2021-08-18,24.0,fulan 892,Prefer not to say,44.0,251 Graham KnollSuite 970,6702.0,West Annaton,Australian Capital Territory,Australia,Active,838.0,Jacket,Shearling,L,violet,95.0,61.0,"A violet coloured, L sized, Shearling Jacket",2012.0,117.0,3.0,351.0
406,892,35512,2021-07-25,2021-08-18,24.0,fulan 892,Prefer not to say,44.0,251 Graham KnollSuite 970,6702.0,West Annaton,Australian Capital Territory,Australia,Active,1258.0,Trousers,Tracksuit Bottoms,L,violet,91.0,45.0,"A violet coloured, L sized, Tracksuit Bottoms Trousers",2013.0,112.0,3.0,336.0
406,892,35512,2021-07-25,2021-08-18,24.0,fulan 892,Prefer not to say,44.0,251 Graham KnollSuite 970,6702.0,West Annaton,Australian Capital Territory,Australia,Active,26.0,Shirt,Oxford Cloth,S,indigo,114.0,59.0,"A indigo coloured, S sized, Oxford Cloth Shirt",2014.0,96.0,1.0,96.0
406,892,35512,2021-07-25,2021-08-18,24.0,fulan 892,Prefer not to say,44.0,251 Graham KnollSuite 970,6702.0,West Annaton,Australian Capital Territory,Australia,Active,121.0,Shirt,Denim,S,green,115.0,49.0,"A green coloured, S sized, Denim Shirt",2015.0,92.0,1.0,92.0
406,892,35512,2021-07-25,2021-08-18,24.0,fulan 892,Prefer not to say,44.0,251 Graham KnollSuite 970,6702.0,West Annaton,Australian Capital Territory,Australia,Active,92.0,Shirt,Flannel,M,blue,96.0,73.0,"A blue coloured, M sized, Flannel Shirt",2016.0,118.0,3.0,354.0
406,892,35512,2021-07-25,2021-08-18,24.0,fulan 892,Prefer not to say,44.0,251 Graham KnollSuite 970,6702.0,West Annaton,Australian Capital Territory,Australia,Active,1184.0,Trousers,High-Waisted,XL,indigo,98.0,57.0,"A indigo coloured, XL sized, High-Waisted Trousers",2017.0,99.0,2.0,198.0
407,835,42595,2021-01-09,2021-01-20,11.0,fulan 835,Prefer not to say,25.0,69 Morissette AvenueSuite 269,6147.0,North Lachlanfurt,South Australia,Australia,Active,307.0,Shirt,Cuban Collar,M,indigo,93.0,58.0,"A indigo coloured, M sized, Cuban Collar Shirt",2018.0,105.0,2.0,210.0
407,835,42595,2021-01-09,2021-01-20,11.0,fulan 835,Prefer not to say,25.0,69 Morissette AvenueSuite 269,6147.0,North Lachlanfurt,South Australia,Australia,Active,602.0,Jacket,Cardigan,M,orange,118.0,54.0,"A orange coloured, M sized, Cardigan Jacket",2019.0,112.0,1.0,112.0
407,835,42595,2021-01-09,2021-01-20,11.0,fulan 835,Prefer not to say,25.0,69 Morissette AvenueSuite 269,6147.0,North Lachlanfurt,South Australia,Australia,Active,795.0,Jacket,Pullover,XS,indigo,114.0,78.0,"A indigo coloured, XS sized, Pullover Jacket",2020.0,91.0,3.0,273.0
408,404,39757,2021-01-30,2021-02-15,16.0,fulan 404,Prefer not to say,79.0,29 Bruen TrailSuite 288,9569.0,West Ellaport,Australian Capital Territory,Australia,Active,949.0,Trousers,Slim-Fit,XL,red,119.0,67.0,"A red coloured, XL sized, Slim-Fit Trousers",2021.0,97.0,3.0,291.0
408,404,39757,2021-01-30,2021-02-15,16.0,fulan 404,Prefer not to say,79.0,29 Bruen TrailSuite 288,9569.0,West Ellaport,Australian Capital Territory,Australia,Active,1201.0,Trousers,Pleated,S,yellow,90.0,71.0,"A yellow coloured, S sized, Pleated Trousers",2022.0,105.0,1.0,105.0
408,404,39757,2021-01-30,2021-02-15,16.0,fulan 404,Prefer not to say,79.0,29 Bruen TrailSuite 288,9569.0,West Ellaport,Australian Capital Territory,Australia,Active,378.0,Shirt,Henley,L,indigo,92.0,44.0,"A indigo coloured, L sized, Henley Shirt",2023.0,94.0,3.0,282.0
408,404,39757,2021-01-30,2021-02-15,16.0,fulan 404,Prefer not to say,79.0,29 Bruen TrailSuite 288,9569.0,West Ellaport,Australian Capital Territory,Australia,Active,994.0,Trousers,Wool,XL,yellow,111.0,72.0,"A yellow coloured, XL sized, Wool Trousers",2024.0,106.0,1.0,106.0
408,404,39757,2021-01-30,2021-02-15,16.0,fulan 404,Prefer not to say,79.0,29 Bruen TrailSuite 288,9569.0,West Ellaport,Australian Capital Territory,Australia,Active,611.0,Jacket,Cardigan,S,green,118.0,62.0,"A green coloured, S sized, Cardigan Jacket",2025.0,112.0,3.0,336.0
408,404,39757,2021-01-30,2021-02-15,16.0,fulan 404,Prefer not to say,79.0,29 Bruen TrailSuite 288,9569.0,West Ellaport,Australian Capital Territory,Australia,Active,399.0,Shirt,Casual Slim Fit,XL,yellow,113.0,78.0,"A yellow coloured, XL sized, Casual Slim Fit Shirt",2026.0,119.0,2.0,238.0
408,404,39757,2021-01-30,2021-02-15,16.0,fulan 404,Prefer not to say,79.0,29 Bruen TrailSuite 288,9569.0,West Ellaport,Australian Capital Territory,Australia,Active,757.0,Jacket,Peacoat,M,blue,102.0,71.0,"A blue coloured, M sized, Peacoat Jacket",2027.0,109.0,1.0,109.0
408,404,39757,2021-01-30,2021-02-15,16.0,fulan 404,Prefer not to say,79.0,29 Bruen TrailSuite 288,9569.0,West Ellaport,Australian Capital Territory,Australia,Active,1245.0,Trousers,Tracksuit Bottoms,XS,blue,91.0,42.0,"A blue coloured, XS sized, Tracksuit Bottoms Trousers",2028.0,112.0,3.0,336.0
409,206,15453,2021-05-03,2021-05-11,8.0,fulan 206,Prefer not to say,66.0,09 Kiehn View RdApt. 209,2155.0,South Clairetown,Queensland,Australia,Active,772.0,Jacket,Pullover,M,red,114.0,55.0,"A red coloured, M sized, Pullover Jacket",2029.0,91.0,2.0,182.0
409,206,15453,2021-05-03,2021-05-11,8.0,fulan 206,Prefer not to say,66.0,09 Kiehn View RdApt. 209,2155.0,South Clairetown,Queensland,Australia,Active,579.0,Jacket,Bomber,XL,green,90.0,79.0,"A green coloured, XL sized, Bomber Jacket",2030.0,100.0,3.0,300.0
409,206,15453,2021-05-03,2021-05-11,8.0,fulan 206,Prefer not to say,66.0,09 Kiehn View RdApt. 209,2155.0,South Clairetown,Queensland,Australia,Active,1141.0,Trousers,Cargo Pants,S,blue,106.0,63.0,"A blue coloured, S sized, Cargo Pants Trousers",2031.0,102.0,2.0,204.0
409,206,15453,2021-05-03,2021-05-11,8.0,fulan 206,Prefer not to say,66.0,09 Kiehn View RdApt. 209,2155.0,South Clairetown,Queensland,Australia,Active,279.0,Shirt,Polo,XL,violet,117.0,79.0,"A violet coloured, XL sized, Polo Shirt",2032.0,95.0,3.0,285.0
409,206,15453,2021-05-03,2021-05-11,8.0,fulan 206,Prefer not to say,66.0,09 Kiehn View RdApt. 209,2155.0,South Clairetown,Queensland,Australia,Active,1230.0,Trousers,Tracksuit Bottoms,XS,orange,91.0,57.0,"A orange coloured, XS sized, Tracksuit Bottoms Trousers",2033.0,112.0,3.0,336.0
410,47,14296,2021-08-04,2021-08-09,5.0,fulan 47,Prefer not to say,54.0,59 Wood DriveSuite 806,9780.0,Lake Nicholasfurt,Western Australia,Australia,Active,660.0,Jacket,Coach,XS,violet,115.0,58.0,"A violet coloured, XS sized, Coach Jacket",2034.0,93.0,1.0,93.0
410,47,14296,2021-08-04,2021-08-09,5.0,fulan 47,Prefer not to say,54.0,59 Wood DriveSuite 806,9780.0,Lake Nicholasfurt,Western Australia,Australia,Active,1049.0,Trousers,Relaxed Leg,XL,violet,95.0,42.0,"A violet coloured, XL sized, Relaxed Leg Trousers",2035.0,90.0,1.0,90.0
411,771,38909,2021-03-17,2021-04-08,22.0,fulan 771,Prefer not to say,74.0,7367 Wright JunctionApt. 773,8882.0,Kuhntown,Victoria,Australia,Active,564.0,Jacket,Bomber,XL,red,90.0,62.0,"A red coloured, XL sized, Bomber Jacket",2036.0,100.0,3.0,300.0
411,771,38909,2021-03-17,2021-04-08,22.0,fulan 771,Prefer not to say,74.0,7367 Wright JunctionApt. 773,8882.0,Kuhntown,Victoria,Australia,Active,826.0,Jacket,Shearling,S,blue,95.0,72.0,"A blue coloured, S sized, Shearling Jacket",2037.0,117.0,1.0,117.0
411,771,38909,2021-03-17,2021-04-08,22.0,fulan 771,Prefer not to say,74.0,7367 Wright JunctionApt. 773,8882.0,Kuhntown,Victoria,Australia,Active,508.0,Jacket,Windbreaker,L,green,109.0,62.0,"A green coloured, L sized, Windbreaker Jacket",2038.0,102.0,1.0,102.0
411,771,38909,2021-03-17,2021-04-08,22.0,fulan 771,Prefer not to say,74.0,7367 Wright JunctionApt. 773,8882.0,Kuhntown,Victoria,Australia,Active,860.0,Trousers,Chinos,XS,blue,100.0,69.0,"A blue coloured, XS sized, Chinos Trousers",2039.0,113.0,2.0,226.0
411,771,38909,2021-03-17,2021-04-08,22.0,fulan 771,Prefer not to say,74.0,7367 Wright JunctionApt. 773,8882.0,Kuhntown,Victoria,Australia,Active,410.0,Shirt,Casual Slim Fit,XS,indigo,113.0,57.0,"A indigo coloured, XS sized, Casual Slim Fit Shirt",2040.0,119.0,1.0,119.0
411,771,38909,2021-03-17,2021-04-08,22.0,fulan 771,Prefer not to say,74.0,7367 Wright JunctionApt. 773,8882.0,Kuhntown,Victoria,Australia,Active,451.0,Jacket,Denim,S,violet,92.0,73.0,"A violet coloured, S sized, Denim Jacket",2041.0,107.0,2.0,214.0
412,427,25520,2021-09-23,2021-10-13,20.0,fulan 427,Prefer not to say,25.0,51 Gabriel KnollApt. 819,8556.0,New Ava,Queensland,Australia,Active,1034.0,Trousers,Relaxed Leg,XL,green,95.0,64.0,"A green coloured, XL sized, Relaxed Leg Trousers",2042.0,90.0,2.0,180.0
412,427,25520,2021-09-23,2021-10-13,20.0,fulan 427,Prefer not to say,25.0,51 Gabriel KnollApt. 819,8556.0,New Ava,Queensland,Australia,Active,314.0,Shirt,Cuban Collar,XL,violet,93.0,44.0,"A violet coloured, XL sized, Cuban Collar Shirt",2043.0,105.0,1.0,105.0
412,427,25520,2021-09-23,2021-10-13,20.0,fulan 427,Prefer not to say,25.0,51 Gabriel KnollApt. 819,8556.0,New Ava,Queensland,Australia,Active,232.0,Shirt,Chambray,M,blue,105.0,66.0,"A blue coloured, M sized, Chambray Shirt",2044.0,106.0,2.0,212.0
412,427,25520,2021-09-23,2021-10-13,20.0,fulan 427,Prefer not to say,25.0,51 Gabriel KnollApt. 819,8556.0,New Ava,Queensland,Australia,Active,721.0,Jacket,Trench Coat,S,blue,112.0,64.0,"A blue coloured, S sized, Trench Coat Jacket",2045.0,119.0,1.0,119.0
413,589,35487,2021-10-17,2021-10-31,14.0,fulan 589,Prefer not to say,57.0,68 Darcy PassSuite 091,6477.0,Hoppetown,Queensland,Australia,Active,1204.0,Trousers,Pleated,XL,yellow,90.0,52.0,"A yellow coloured, XL sized, Pleated Trousers",2046.0,105.0,2.0,210.0
413,589,35487,2021-10-17,2021-10-31,14.0,fulan 589,Prefer not to say,57.0,68 Darcy PassSuite 091,6477.0,Hoppetown,Queensland,Australia,Active,527.0,Jacket,Leather,M,red,113.0,54.0,"A red coloured, M sized, Leather Jacket",2047.0,98.0,2.0,196.0
413,589,35487,2021-10-17,2021-10-31,14.0,fulan 589,Prefer not to say,57.0,68 Darcy PassSuite 091,6477.0,Hoppetown,Queensland,Australia,Active,707.0,Jacket,Trench Coat,M,orange,112.0,43.0,"A orange coloured, M sized, Trench Coat Jacket",2048.0,119.0,3.0,357.0
413,589,35487,2021-10-17,2021-10-31,14.0,fulan 589,Prefer not to say,57.0,68 Darcy PassSuite 091,6477.0,Hoppetown,Queensland,Australia,Active,1234.0,Trousers,Tracksuit Bottoms,XL,orange,91.0,42.0,"A orange coloured, XL sized, Tracksuit Bottoms Trousers",2049.0,112.0,2.0,224.0
413,589,35487,2021-10-17,2021-10-31,14.0,fulan 589,Prefer not to say,57.0,68 Darcy PassSuite 091,6477.0,Hoppetown,Queensland,Australia,Active,124.0,Shirt,Denim,XL,green,115.0,52.0,"A green coloured, XL sized, Denim Shirt",2050.0,92.0,2.0,184.0
413,589,35487,2021-10-17,2021-10-31,14.0,fulan 589,Prefer not to say,57.0,68 Darcy PassSuite 091,6477.0,Hoppetown,Queensland,Australia,Active,306.0,Shirt,Cuban Collar,S,indigo,93.0,41.0,"A indigo coloured, S sized, Cuban Collar Shirt",2051.0,105.0,3.0,315.0
414,212,57052,2021-01-02,2021-01-03,1.0,fulan 212,Prefer not to say,79.0,385 Jayden View RdApt. 459,4481.0,Port Logan,Western Australia,Australia,Active,233.0,Shirt,Chambray,L,blue,105.0,69.0,"A blue coloured, L sized, Chambray Shirt",2052.0,106.0,3.0,318.0
414,212,57052,2021-01-02,2021-01-03,1.0,fulan 212,Prefer not to say,79.0,385 Jayden View RdApt. 459,4481.0,Port Logan,Western Australia,Australia,Active,932.0,Trousers,Drawstring,M,blue,104.0,41.0,"A blue coloured, M sized, Drawstring Trousers",2053.0,96.0,1.0,96.0
414,212,57052,2021-01-02,2021-01-03,1.0,fulan 212,Prefer not to say,79.0,385 Jayden View RdApt. 459,4481.0,Port Logan,Western Australia,Australia,Active,625.0,Jacket,Cardigan,XS,violet,118.0,40.0,"A violet coloured, XS sized, Cardigan Jacket",2054.0,112.0,1.0,112.0
415,947,35686,2021-07-14,2021-07-19,5.0,fulan 947,Prefer not to say,74.0,23 Smith StreetSuite 253,9260.0,South Charles,New South Wales,Australia,Active,190.0,Shirt,Camp Collared,XS,green,112.0,66.0,"A green coloured, XS sized, Camp Collared Shirt",2055.0,98.0,2.0,196.0
415,947,35686,2021-07-14,2021-07-19,5.0,fulan 947,Prefer not to say,74.0,23 Smith StreetSuite 253,9260.0,South Charles,New South Wales,Australia,Active,494.0,Jacket,Windbreaker,XL,red,109.0,48.0,"A red coloured, XL sized, Windbreaker Jacket",2056.0,102.0,2.0,204.0
415,947,35686,2021-07-14,2021-07-19,5.0,fulan 947,Prefer not to say,74.0,23 Smith StreetSuite 253,9260.0,South Charles,New South Wales,Australia,Active,833.0,Jacket,Shearling,L,indigo,95.0,66.0,"A indigo coloured, L sized, Shearling Jacket",2057.0,117.0,2.0,234.0
415,947,35686,2021-07-14,2021-07-19,5.0,fulan 947,Prefer not to say,74.0,23 Smith StreetSuite 253,9260.0,South Charles,New South Wales,Australia,Active,487.0,Jacket,Puffer,M,violet,110.0,43.0,"A violet coloured, M sized, Puffer Jacket",2058.0,118.0,2.0,236.0
415,947,35686,2021-07-14,2021-07-19,5.0,fulan 947,Prefer not to say,74.0,23 Smith StreetSuite 253,9260.0,South Charles,New South Wales,Australia,Active,260.0,Shirt,Polo,XS,green,117.0,45.0,"A green coloured, XS sized, Polo Shirt",2059.0,95.0,2.0,190.0
415,947,35686,2021-07-14,2021-07-19,5.0,fulan 947,Prefer not to say,74.0,23 Smith StreetSuite 253,9260.0,South Charles,New South Wales,Australia,Active,946.0,Trousers,Slim-Fit,S,red,119.0,71.0,"A red coloured, S sized, Slim-Fit Trousers",2060.0,97.0,1.0,97.0
415,947,35686,2021-07-14,2021-07-19,5.0,fulan 947,Prefer not to say,74.0,23 Smith StreetSuite 253,9260.0,South Charles,New South Wales,Australia,Active,983.0,Trousers,Wool,L,red,111.0,74.0,"A red coloured, L sized, Wool Trousers",2061.0,106.0,1.0,106.0
415,947,35686,2021-07-14,2021-07-19,5.0,fulan 947,Prefer not to say,74.0,23 Smith StreetSuite 253,9260.0,South Charles,New South Wales,Australia,Active,1149.0,Trousers,Cargo Pants,XL,indigo,106.0,64.0,"A indigo coloured, XL sized, Cargo Pants Trousers",2062.0,102.0,2.0,204.0
416,129,37878,2021-10-08,2021-10-25,17.0,fulan 129,Prefer not to say,68.0,74 Ryan CircleSuite 426,1790.0,Port Harrychester,Western Australia,Australia,Active,798.0,Jacket,Pullover,l,indigo,114.0,50.0,"A indigo coloured, L sized, Pullover Jacket",2063.0,91.0,1.0,91.0
416,129,37878,2021-10-08,2021-10-25,17.0,fulan 129,Prefer not to say,68.0,74 Ryan CircleSuite 426,1790.0,Port Harrychester,Western Australia,Australia,Active,1141.0,Trousers,Cargo Pants,S,blue,106.0,63.0,"A blue coloured, S sized, Cargo Pants Trousers",2064.0,102.0,3.0,306.0
416,129,37878,2021-10-08,2021-10-25,17.0,fulan 129,Prefer not to say,68.0,74 Ryan CircleSuite 426,1790.0,Port Harrychester,Western Australia,Australia,Active,270.0,Shirt,Polo,XS,indigo,117.0,47.0,"A indigo coloured, XS sized, Polo Shirt",2065.0,95.0,1.0,95.0
416,129,37878,2021-10-08,2021-10-25,17.0,fulan 129,Prefer not to say,68.0,74 Ryan CircleSuite 426,1790.0,Port Harrychester,Western Australia,Australia,Active,217.0,Shirt,Chambray,M,orange,105.0,43.0,"A orange coloured, M sized, Chambray Shirt",2066.0,106.0,3.0,318.0
416,129,37878,2021-10-08,2021-10-25,17.0,fulan 129,Prefer not to say,68.0,74 Ryan CircleSuite 426,1790.0,Port Harrychester,Western Australia,Australia,Active,1027.0,Trousers,Relaxed Leg,M,yellow,95.0,68.0,"A yellow coloured, M sized, Relaxed Leg Trousers",2067.0,90.0,3.0,270.0
416,129,37878,2021-10-08,2021-10-25,17.0,fulan 129,Prefer not to say,68.0,74 Ryan CircleSuite 426,1790.0,Port Harrychester,Western Australia,Australia,Active,33.0,Shirt,Oxford Cloth,L,violet,114.0,73.0,"A violet coloured, L sized, Oxford Cloth Shirt",2068.0,96.0,1.0,96.0
416,129,37878,2021-10-08,2021-10-25,17.0,fulan 129,Prefer not to say,68.0,74 Ryan CircleSuite 426,1790.0,Port Harrychester,Western Australia,Australia,Active,182.0,Shirt,Camp Collared,M,orange,112.0,65.0,"A orange coloured, M sized, Camp Collared Shirt",2069.0,98.0,3.0,294.0
417,729,45024,2021-09-14,2021-10-11,27.0,fulan 729,Female,54.0,269 Kuhn PlazaApt. 260,7315.0,Cameronport,South Australia,Australia,Active,173.0,Shirt,Linen,L,violet,116.0,70.0,"A violet coloured, L sized, Linen Shirt",2070.0,91.0,3.0,273.0
417,729,45024,2021-09-14,2021-10-11,27.0,fulan 729,Female,54.0,269 Kuhn PlazaApt. 260,7315.0,Cameronport,South Australia,Australia,Active,560.0,Jacket,Bomber,XS,red,90.0,76.0,"A red coloured, XS sized, Bomber Jacket",2071.0,100.0,2.0,200.0
417,729,45024,2021-09-14,2021-10-11,27.0,fulan 729,Female,54.0,269 Kuhn PlazaApt. 260,7315.0,Cameronport,South Australia,Australia,Active,963.0,Trousers,Slim-Fit,L,green,119.0,43.0,"A green coloured, L sized, Slim-Fit Trousers",2072.0,97.0,1.0,97.0
417,729,45024,2021-09-14,2021-10-11,27.0,fulan 729,Female,54.0,269 Kuhn PlazaApt. 260,7315.0,Cameronport,South Australia,Australia,Active,986.0,Trousers,Wool,S,orange,111.0,59.0,"A orange coloured, S sized, Wool Trousers",2073.0,106.0,2.0,212.0
417,729,45024,2021-09-14,2021-10-11,27.0,fulan 729,Female,54.0,269 Kuhn PlazaApt. 260,7315.0,Cameronport,South Australia,Australia,Active,1022.0,Trousers,Relaxed Leg,M,orange,95.0,74.0,"A orange coloured, M sized, Relaxed Leg Trousers",2074.0,90.0,3.0,270.0
417,729,45024,2021-09-14,2021-10-11,27.0,fulan 729,Female,54.0,269 Kuhn PlazaApt. 260,7315.0,Cameronport,South Australia,Australia,Active,1214.0,Trousers,Pleated,XL,blue,90.0,55.0,"A blue coloured, XL sized, Pleated Trousers",2075.0,105.0,1.0,105.0
418,918,55376,2021-08-24,2021-09-15,22.0,fulan 918,Prefer not to say,69.0,056 Khan RidgeSuite 131,1328.0,Violetstad,Australian Capital Territory,Australia,Active,1102.0,Trousers,Cropped,M,green,99.0,65.0,"A green coloured, M sized, Cropped Trousers",2076.0,115.0,1.0,115.0
418,918,55376,2021-08-24,2021-09-15,22.0,fulan 918,Prefer not to say,69.0,056 Khan RidgeSuite 131,1328.0,Violetstad,Australian Capital Territory,Australia,Active,970.0,Trousers,Slim-Fit,XS,indigo,119.0,74.0,"A indigo coloured, XS sized, Slim-Fit Trousers",2077.0,97.0,3.0,291.0
418,918,55376,2021-08-24,2021-09-15,22.0,fulan 918,Prefer not to say,69.0,056 Khan RidgeSuite 131,1328.0,Violetstad,Australian Capital Territory,Australia,Active,118.0,Shirt,Denim,L,yellow,115.0,75.0,"A yellow coloured, L sized, Denim Shirt",2078.0,92.0,1.0,92.0
418,918,55376,2021-08-24,2021-09-15,22.0,fulan 918,Prefer not to say,69.0,056 Khan RidgeSuite 131,1328.0,Violetstad,Australian Capital Territory,Australia,Active,436.0,Jacket,Denim,S,green,92.0,49.0,"A green coloured, S sized, Denim Jacket",2079.0,107.0,1.0,107.0
418,918,55376,2021-08-24,2021-09-15,22.0,fulan 918,Prefer not to say,69.0,056 Khan RidgeSuite 131,1328.0,Violetstad,Australian Capital Territory,Australia,Active,964.0,Trousers,Slim-Fit,XL,green,119.0,67.0,"A green coloured, XL sized, Slim-Fit Trousers",2080.0,97.0,3.0,291.0
419,745,19518,2021-10-20,2021-11-10,21.0,fulan 745,Prefer not to say,31.0,15 Bruen SummitApt. 152,526.0,North Matthewfort,Northern Territory,Australia,Active,989.0,Trousers,Wool,XL,orange,111.0,56.0,"A orange coloured, XL sized, Wool Trousers",2081.0,106.0,3.0,318.0
419,745,19518,2021-10-20,2021-11-10,21.0,fulan 745,Prefer not to say,31.0,15 Bruen SummitApt. 152,526.0,North Matthewfort,Northern Territory,Australia,Active,1135.0,Trousers,Cargo Pants,XS,green,106.0,63.0,"A green coloured, XS sized, Cargo Pants Trousers",2082.0,102.0,2.0,204.0
419,745,19518,2021-10-20,2021-11-10,21.0,fulan 745,Prefer not to say,31.0,15 Bruen SummitApt. 152,526.0,North Matthewfort,Northern Territory,Australia,Active,669.0,Jacket,Parka,XL,red,119.0,64.0,"A red coloured, XL sized, Parka Jacket",2083.0,113.0,2.0,226.0
419,745,19518,2021-10-20,2021-11-10,21.0,fulan 745,Prefer not to say,31.0,15 Bruen SummitApt. 152,526.0,North Matthewfort,Northern Territory,Australia,Active,691.0,Jacket,Parka,S,indigo,119.0,53.0,"A indigo coloured, S sized, Parka Jacket",2084.0,113.0,3.0,339.0
419,745,19518,2021-10-20,2021-11-10,21.0,fulan 745,Prefer not to say,31.0,15 Bruen SummitApt. 152,526.0,North Matthewfort,Northern Territory,Australia,Active,581.0,Jacket,Bomber,S,blue,90.0,50.0,"A blue coloured, S sized, Bomber Jacket",2085.0,100.0,2.0,200.0
419,745,19518,2021-10-20,2021-11-10,21.0,fulan 745,Prefer not to say,31.0,15 Bruen SummitApt. 152,526.0,North Matthewfort,Northern Territory,Australia,Active,34.0,Shirt,Oxford Cloth,XL,violet,114.0,54.0,"A violet coloured, XL sized, Oxford Cloth Shirt",2086.0,96.0,2.0,192.0
420,482,25541,2021-02-22,2021-03-19,25.0,fulan 482,Prefer not to say,63.0,7295 Champlin CrestApt. 519,8260.0,East Joshua,Queensland,Australia,Active,441.0,Jacket,Denim,S,blue,92.0,56.0,"A blue coloured, S sized, Denim Jacket",2087.0,107.0,1.0,107.0
